PAŃSTWO;MIEJSCOWOŚĆ;ULICA;NUMER;KOD 
Polska;Wohyń;ul. Edwarda Dembowskiego;95c;21-310
Polska;Komarówka Podlaska;ul. Edwarda Dembowskiego;27a;21-311
Polska;Radzyń Podlaski;ul. Edwarda Dembowskiego;52;21-315
Polska;Borki;ul. Edwarda Dembowskiego;40;21-345
Polska;Łuków;ul. Edwarda Dembowskiego;33;21-400
Polska;Łuków;ul. Edwarda Dembowskiego;93;21-400
Polska;Trzebieszów;ul. Edwarda Dembowskiego;63;21-404
Polska;Zembry;ul. Edwarda Dembowskiego;88c;21-405
Polska;Łuków;ul. Edwarda Dembowskiego;8;21-410
Polska;Wojcieszków;ul. Edwarda Dembowskiego;44;21-411
Polska;Adamów;ul. Edwarda Dembowskiego;18;21-412
Polska;Serokomla;ul. Edwarda Dembowskiego;44;21-413
Polska;Tuchowicz;ul. Edwarda Dembowskiego;37b;21-421
Polska;Stanin;ul. Edwarda Dembowskiego;64;21-422
Polska;Huta-Dąbrowa;ul. Edwarda Dembowskiego;47;21-425
Polska;Wola Mysłowska;ul. Edwarda Dembowskiego;5;21-426
Polska;Stoczek Łukowski;ul. Edwarda Dembowskiego;88;21-450
Polska;Krzywda;ul. Edwarda Dembowskiego;48;21-470
Polska;Okrzeja;ul. Edwarda Dembowskiego;94a;21-480
Polska;Wola Gułowska;ul. Edwarda Dembowskiego;74;21-481
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;89c;21-500
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;35b;21-500
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;27c;21-500
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;87;21-501
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;93;21-502
Polska;Rokitno;ul. Edwarda Dembowskiego;27;21-504
Polska;Janów Podlaski;ul. Edwarda Dembowskiego;33;21-505
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;2;21-506
Polska;Kodeń;ul. Edwarda Dembowskiego;14;21-509
Polska;Zalesie;ul. Edwarda Dembowskiego;10;21-512
Polska;Sławatycze;ul. Edwarda Dembowskiego;30c;21-515
Polska;Sosnówka;ul. Edwarda Dembowskiego;75;21-518
Polska;Tuczna;ul. Edwarda Dembowskiego;39;21-523
Polska;Jabłeczna;ul. Edwarda Dembowskiego;30;21-526
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;21;21-527
Polska;Piszczac;ul. Edwarda Dembowskiego;1c;21-530
Polska;Łomazy;ul. Edwarda Dembowskiego;6c;21-532
Polska;Rossosz;ul. Edwarda Dembowskiego;32c;21-533
Polska;Swory;ul. Edwarda Dembowskiego;27;21-536
Polska;Małaszewicze;ul. Edwarda Dembowskiego;35a;21-540
Polska;Leśna Podlaska;ul. Edwarda Dembowskiego;40b;21-542
Polska;Konstantynów;ul. Edwarda Dembowskiego;17;21-543
Polska;Terespol;ul. Edwarda Dembowskiego;95a;21-550
Polska;Terespol;ul. Edwarda Dembowskiego;59;21-550
Polska;Międzyrzec Podlaski;ul. Edwarda Dembowskiego;23;21-560
Polska;Międzyrzec Podlaski;ul. Edwarda Dembowskiego;61;21-561
Polska;Tłuściec;ul. Edwarda Dembowskiego;69;21-564
Polska;Drelów;ul. Edwarda Dembowskiego;66a;21-570
Polska;Wisznice;ul. Edwarda Dembowskiego;56;21-580
Polska;Biała Podlaska;ul. Edwarda Dembowskiego;2a;21-590
Polska;Chełm;ul. Edwarda Dembowskiego;4c;22-100
Polska;Chełm;ul. Edwarda Dembowskiego;65;22-100
Polska;Chełm;ul. Edwarda Dembowskiego;7;22-100
Polska;Chełm;ul. Edwarda Dembowskiego;21;22-102
Polska;Chełm;ul. Edwarda Dembowskiego;15b;22-103
Polska;Chełm;ul. Edwarda Dembowskiego;37;22-103
Polska;Chełm;ul. Edwarda Dembowskiego;56a;22-104
Polska;Chełm;ul. Edwarda Dembowskiego;29;22-104
Polska;Okszów;ul. Edwarda Dembowskiego;58;22-105
Polska;Czułczyce;ul. Edwarda Dembowskiego;93;22-106
Polska;Sawin;ul. Edwarda Dembowskiego;89;22-107
Polska;Chełm;ul. Edwarda Dembowskiego;5;22-109
Polska;Chełm;ul. Edwarda Dembowskiego;32b;22-109
Polska;Kamień;ul. Edwarda Dembowskiego;21;22-113
Polska;Żmudź;ul. Edwarda Dembowskiego;64;22-114
Polska;Chełm;ul. Edwarda Dembowskiego;85;22-115
Polska;Chełm;ul. Edwarda Dembowskiego;93;22-116
Polska;Chełm;ul. Edwarda Dembowskiego;59;22-116
Polska;Chełm;ul. Edwarda Dembowskiego;6;22-117
Polska;Chełm;ul. Edwarda Dembowskiego;89;22-118
Polska;Chełm;ul. Edwarda Dembowskiego;38;22-118
Polska;Wojsławice;ul. Edwarda Dembowskiego;15;22-120
Polska;Leśniowice;ul. Edwarda Dembowskiego;73;22-122
Polska;Siedliszcze;ul. Edwarda Dembowskiego;48c;22-130
Polska;Nowe Chojno;ul. Edwarda Dembowskiego;96;22-133
Polska;Białopole;ul. Edwarda Dembowskiego;5;22-135
Polska;Dubienka;ul. Edwarda Dembowskiego;77;22-145
Polska;Wierzbica;ul. Edwarda Dembowskiego;25;22-150
Polska;Staw;ul. Edwarda Dembowskiego;75b;22-151
Polska;Rejowiec Fabryczny;ul. Edwarda Dembowskiego;96a;22-169
Polska;Rejowiec Fabryczny;ul. Edwarda Dembowskiego;46;22-170
Polska;Rejowiec Fabryczny;ul. Dereniowa;84;22-170
Polska;Brzeźno;ul. Dereniowa;53;22-174
Polska;Dorohusk;ul. Dereniowa;49a;22-175
Polska;Włodawa;ul. Dereniowa;100c;22-200
Polska;Włodawa;ul. Dereniowa;33;22-200
Polska;Włodawa;ul. Dereniowa;56;22-201
Polska;Wyryki;ul. Dereniowa;22;22-205
Polska;Żuków;ul. Dereniowa;81;22-207
Polska;Różanka;ul. Dereniowa;72;22-211
Polska;Hanna;ul. Dereniowa;14;22-220
Polska;Wola Uhruska;ul. Dereniowa;71;22-230
Polska;Okuninka;ul. Dereniowa;48c;22-232
Polska;Urszulin;ul. Dereniowa;10c;22-234
Polska;Hańsk Pierwszy;ul. Desantowa;45;22-235
Polska;Stary Brus;ul. Desantowa;48;22-244
Polska;Krasnystaw;ul. Desantowa;59;22-300
Polska;Siennica Nadolna;ul. Desantowa;2c;22-302
Polska;Siennica Różana;ul. Desantowa;87;22-304
Polska;Kraśniczyn;ul. Desantowa;10;22-310
Polska;Gorzków;ul. Desantowa;32c;22-315
Polska;Rudnik;ul. Deszczowa;24c;22-330
Polska;Żółkiewka-Osada;ul. Deszczowa;60;22-335
Polska;Łopiennik Górny;ul. Deszczowa;45;22-351
Polska;Rejowiec;ul. Deszczowa;68c;22-360
Polska;Zawadówka;ul. Deszczowa;55c;22-363
Polska;Izbica;ul. Deszczowa;31;22-375
Polska;Orłów Murowany;ul. Deszczowa;3;22-376
Polska;Zamość;ul. Deszczowa;79;22-400
Polska;Zamość;ul. Deszczowa;87;22-400
Polska;Zamość;ul. Deszczowa;33;22-400
Polska;Zamość;ul. Deszczowa;86;22-401
Polska;Zamość;ul. Deszczowa;33a;22-402
Polska;Zamość;ul. Deszczowa;24;22-403
Polska;Zamość;ul. Deszczowa;13b;22-403
Polska;Zamość;ul. Deszczowa;39;22-404
Polska;Zamość;ul. Deszczowa;75;22-405
Polska;Zamość;ul. Deszczowa;96;22-406
Polska;Zamość;ul. Deszczowa;63;22-407
Polska;Zamość;ul. Deszczowa;29c;22-409
Polska;Zamość;ul. Deszczowa;52a;22-410
Polska;Nielisz;ul. Deszczowa;75;22-413
Polska;Stary Zamość;ul. Deszczowa;10;22-417
Polska;Skierbieszów;ul. Deszczowa;97;22-420
Polska;Sitno;ul. Deszczowa;49;22-424
Polska;Grabowiec;ul. Deszczowa;48c;22-425
Polska;Komarów-Osada;ul. Deszczowa;91;22-435
Polska;Łabunie;ul. Deszczowa;75b;22-437
Polska;Krasnobród;ul. Deszczowa;3;22-440
Polska;Adamów;ul. Deszczowa;85;22-442
Polska;Sułów;ul. Deszczowa;94a;22-448
Polska;Zawada;ul. Deszczowa;89;22-450
Polska;Miączyn;ul. Deszczowa;96;22-455
Polska;Horyszów;ul. Deszczowa;99;22-457
Polska;Szczebrzeszyn;ul. Deszczowa;40;22-460
Polska;Michalów;ul. Deszczowa;24b;22-461
Polska;Radecznica;ul. Deszczowa;93;22-463
Polska;Zwierzyniec;ul. Deszczowa;3;22-470
Polska;Zamość;ul. Deszczowa;9c;22-490
Polska;Hrubieszów;ul. Deszczowa;16;22-500
Polska;Hrubieszów;ul. Deszczowa;89;22-500
Polska;Hrubieszów;ul. Deszczowa;47c;22-501
Polska;Uchanie;ul. Deszczowa;59;22-510
Polska;Horodło;ul. Deszczowa;76a;22-523
Polska;Strzyżów;ul. Deszczowa;8;22-525
Polska;Mircze;ul. Deszczowa;35;22-530
Polska;Dołhobyczów;ul. Deszczowa;68c;22-540
Polska;Turkowice;ul. Deszczowa;42a;22-546
Polska;Werbkowice;ul. Deszczowa;16c;22-550
Polska;Trzeszczany Pierwsze;ul. Deszczowa;88;22-554
Polska;Nieledew;ul. Deszczowa;24;22-565
Polska;Tomaszów Lubelski;ul. Deszczowa;94b;22-600
Polska;Tomaszów Lubelski;ul. Deszczowa;95;22-600
Polska;Tomaszów Lubelski;ul. Deszczowa;53;22-602
Polska;Tarnawatka;ul. Deszczowa;63;22-604
Polska;Krynice;ul. Deszczowa;3a;22-610
Polska;Tyszowce;ul. Deszczowa;91;22-630
Polska;Rachanie;ul. Deszczowa;93;22-640
Polska;Łaszczów;ul. Deszczowa;78b;22-650
Polska;Telatyn;ul. Deszczowa;30;22-652
Polska;Jarczów;ul. Deszczowa;85;22-664
Polska;Bełżec;ul. Deszczowa;58;22-670
Polska;Majdan Sopocki;ul. Dębicka;25c;22-671
Polska;Susiec;ul. Dębicka;87;22-672
Polska;Ulhówek;ul. Dębicka;77a;22-678
Polska;Lubycza Królewska;ul. Dębicka;98c;22-680
Polska;Hrebenne;ul. Dębicka;53b;22-681
Polska;Bychawa;ul. Dębicka;69;23-100
Polska;Bychawa;ul. Dębicka;76a;23-100
Polska;Strzyżewice;ul. Dębicka;81;23-107
Polska;Pszczela Wola;ul. Dębicka;11;23-109
Polska;Krzczonów;ul. Dębicka;56b;23-110
Polska;Piotrków Pierwszy;ul. Dębicka;14;23-114
Polska;Wysokie;ul. Dębicka;29;23-145
Polska;Zakrzew;ul. Dębicka;64;23-155
Polska;Dębina;ul. Dębicka;97a;23-156
Polska;Kraśnik;ul. Dębicka;96;23-200
Polska;Kraśnik;ul. Zdzisława Dębickiego;83c;23-200
Polska;Kraśnik;ul. Zdzisława Dębickiego;15;23-202
Polska;Kraśnik;ul. Zdzisława Dębickiego;28;23-203
Polska;Kraśnik;ul. Zdzisława Dębickiego;100;23-203
Polska;Kraśnik;ul. Zdzisława Dębickiego;55a;23-204
Polska;Popkowice;ul. Zdzisława Dębickiego;61;23-205
Polska;Stróża;ul. Zdzisława Dębickiego;42;23-206
Polska;Kraśnik;ul. Zdzisława Dębickiego;19a;23-210
Polska;Kraśnik;ul. Diamentowa;13;23-210
Polska;Wilkołaz;ul. Diamentowa;65;23-212
Polska;Zakrzówek;ul. Diamentowa;83;23-213
Polska;Szastarka;ul. Diamentowa;27;23-225
Polska;Trzydnik Duży;ul. Diamentowa;39;23-230
Polska;Olbięcin;ul. Diamentowa;86;23-231
Polska;Annopol;ul. Diamentowa;33;23-235
Polska;Urzędów;ul. Diamentowa;92;23-250
Polska;Dzierzkowice;ul. Diamentowa;42;23-251
Polska;Gościeradów Ukazowy;ul. Diamentowa;56;23-275
Polska;Janów Lubelski;ul. Diamentowa;39;23-300
Polska;Godziszów;ul. Diamentowa;2b;23-302
Polska;Dzwola;ul. Diamentowa;11;23-304
Polska;Chrzanów;ul. Diamentowa;25;23-305
Polska;Modliborzyce;ul. Diamentowa;60;23-310
Polska;Potok Wielki;ul. Diamentowa;62b;23-313
Polska;Batorz;ul. Diamentowa;63c;23-320
Polska;Biłgoraj;ul. Diamentowa;65c;23-400
Polska;Biłgoraj;ul. Samuela Dicksteina;60;23-400
Polska;Biłgoraj;ul. Samuela Dicksteina;16;23-401
Polska;Tereszpol;ul. Samuela Dicksteina;53;23-407
Polska;Aleksandrów;ul. Samuela Dicksteina;23c;23-408
Polska;Łukowa;ul. Samuela Dicksteina;85;23-412
Polska;Obsza;ul. Samuela Dicksteina;5;23-413
Polska;Stary Majdan;ul. Samuela Dicksteina;66;23-414
Polska;Księżpol;ul. Samuela Dicksteina;62a;23-415
Polska;Tarnogród;ul. Samuela Dicksteina;99;23-420
Polska;Potok Górny;ul. Samuela Dicksteina;12b;23-423
Polska;Biszcza;ul. Samuela Dicksteina;38;23-425
Polska;Frampol;ul. Samuela Dicksteina;52b;23-440
Polska;Goraj;ul. Samuela Dicksteina;3;23-450
Polska;Józefów;ul. Samuela Dicksteina;60;23-460
Polska;Turobin;ul. Samuela Dicksteina;71;23-465
Polska;Puławy;ul. Długa;13b;24-100
Polska;Puławy;ul. Długa;34c;24-100
Polska;Gołąb;ul. Długa;99;24-101
Polska;Żyrzyn;ul. Długa;18;24-103
Polska;Baranów;ul. Długa;100;24-105
Polska;Puławy;ul. Długa;67;24-110
Polska;Puławy;ul. Długa;88;24-110
Polska;Puławy;ul. Długa;36;24-111
Polska;Puławy;ul. Długa;8b;24-111
Polska;Puławy;ul. Długa;79b;24-112
Polska;Kazimierz Dolny;ul. Długa;33b;24-120
Polska;Janowiec;ul. Długa;75;24-123
Polska;Końskowola;ul. Długa;65;24-130
Polska;Nałęczów;ul. Długa;87;24-140
Polska;Nałęczów;ul. Długa;48;24-150
Polska;Wąwolnica;ul. Długa;94c;24-160
Polska;Kurów;ul. Długa;18;24-170
Polska;Markuszów;ul. Długa;40;24-173
Polska;Bełżyce;ul. Długa;74c;24-200
Polska;Bełżyce;ul. Długa;38;24-200
Polska;Wojciechów;ul. Długa;10a;24-204
Polska;Niedrzwica Duża;ul. Długa;66a;24-220
Polska;Niedrzwica Duża;ul. Długa;93;24-220
Polska;Borzechów;ul. Długa;55;24-224
Polska;Opole Lubelskie;ul. Długa;4;24-300
Polska;Karczmiska Pierwsze;ul. Długa;17b;24-310
Polska;Wilków;ul. Długa;99;24-313
Polska;Poniatowa;ul. Długa;89;24-320
Polska;Wrzelowiec;ul. Długa;10a;24-333
Polska;Łaziska;ul. Długa;62;24-335
Polska;Józefów;ul. Długa;20c;24-340
Polska;Chodel;ul. Długa;85a;24-350
Polska;Kielce;ul. Długa;32a;25-001
Polska;Kielce;ul. Długa;15a;25-001
Polska;Kielce;ul. Długa;26;25-001
Polska;Kielce;ul. Długa;83c;25-002
Polska;Kielce;ul. Długa;98;25-003
Polska;Kielce;ul. Długa;63;25-004
Polska;Kielce;ul. Długa;65;25-005
Polska;Kielce;ul. Długa;58;25-006
Polska;Kielce;ul. Długa;13;25-006
Polska;Kielce;ul. Długa;21;25-007
Polska;Kielce;ul. Długa;42;25-008
Polska;Kielce;ul. Długa;27c;25-008
Polska;Kielce;ul. Długa;22b;25-009
Polska;Kielce;ul. Długa;55;25-010
Polska;Kielce;ul. Długa;38;25-010
Polska;Kielce;ul. Długa;90;25-011
Polska;Kielce;ul. Długa;76;25-012
Polska;Kielce;ul. Długa;73;25-013
Polska;Kielce;ul. Długa;77;25-014
Polska;Kielce;ul. Długa;46;25-014
Polska;Kielce;ul. Długa;35;25-015
Polska;Kielce;ul. Długa;68;25-016
Polska;Kielce;ul. Długa;66;25-017
Polska;Kielce;ul. Długa;95;25-018
Polska;Kielce;ul. Długa;33;25-019
Polska;Kielce;ul. Długa;9;25-019
Polska;Kielce;ul. Długa;79;25-019
Polska;Kielce;ul. Długa;61b;25-020
Polska;Kielce;ul. Długa;85a;25-021
Polska;Kielce;ul. Długa;7a;25-022
Polska;Kielce;ul. Długa;52;25-022
Polska;Kielce;ul. Długa;32;25-023
Polska;Kielce;ul. Długa;50;25-024
Polska;Kielce;ul. Długa;98c;25-025
Polska;Kielce;ul. Długa;70;25-026
Polska;Kielce;ul. Długa;86;25-026
Polska;Kielce;ul. Długa;8;25-027
Polska;Kielce;ul. Długa;33b;25-028
Polska;Kielce;ul. Długa;35b;25-028
Polska;Kielce;ul. Długa;14;25-029
Polska;Kielce;ul. Długa;80;25-029
Polska;Kielce;ul. Długa;87;25-030
Polska;Kielce;ul. Długa;21;25-030
Polska;Kielce;ul. Długa;76a;25-031
Polska;Kielce;ul. Długa;38a;25-032
Polska;Kielce;ul. Długa;58;25-033
Polska;Kielce;ul. Długa;46;25-034
Polska;Kielce;ul. Długa;40b;25-034
Polska;Kielce;ul. Długa;47;25-035
Polska;Kielce;ul. Długa;37b;25-035
Polska;Kielce;ul. Długa;80;25-036
Polska;Kielce;ul. Długa;14;25-037
Polska;Kielce;ul. Długopolska;71;25-037
Polska;Kielce;ul. Długopolska;2;25-038
Polska;Kielce;ul. Długopolska;4;25-039
Polska;Kielce;ul. Długopolska;17b;25-039
Polska;Kielce;ul. Długopolska;30;25-040
Polska;Kielce;ul. Długopolska;54;25-041
Polska;Kielce;ul. Długopolska;87;25-041
Polska;Kielce;ul. Długopolska;99b;25-041
Polska;Kielce;ul. Długopolska;22;25-042
Polska;Kielce;ul. Długopolska;76;25-042
Polska;Kielce;ul. Długopolska;92c;25-042
Polska;Kielce;ul. Długopolska;26c;25-043
Polska;Kielce;ul. Długopolska;5;25-043
Polska;Kielce;ul. Długopolska;98;25-044
Polska;Kielce;ul. Długopolska;82;25-044
Polska;Kielce;ul. Długopolska;82c;25-045
Polska;Kielce;ul. Długopolska;59;25-046
Polska;Kielce;ul. Długopolska;92c;25-047
Polska;Kielce;ul. Długopolska;15c;25-093
Polska;Kielce;ul. Długopolska;82;25-101
Polska;Kielce;ul. Długopolska;90;25-102
Polska;Kielce;ul. Długopolska;8;25-102
Polska;Kielce;ul. Długopolska;66;25-103
Polska;Kielce;ul. Długopolska;43;25-104
Polska;Kielce;ul. Długopolska;12;25-104
Polska;Kielce;ul. Długopolska;60;25-105
Polska;Kielce;ul. Długopolska;28;25-106
Polska;Kielce;ul. Długopolska;69;25-106
Polska;Kielce;ul. Długopolska;82;25-107
Polska;Kielce;ul. Długopolska;42;25-107
Polska;Kielce;ul. Długopolska;41;25-108
Polska;Kielce;ul. Długopolska;25;25-108
Polska;Kielce;ul. Długopolska;89;25-108
Polska;Kielce;ul. Długopolska;53;25-108
Polska;Kielce;ul. Długopolska;6;25-109
Polska;Kielce;ul. Jana Długosza;2;25-110
Polska;Kielce;ul. Jana Długosza;5;25-110
Polska;Kielce;ul. Jana Długosza;42;25-110
Polska;Kielce;ul. Jana Długosza;43;25-111
Polska;Kielce;ul. Jana Długosza;67;25-111
Polska;Kielce;ul. Jana Długosza;64c;25-112
Polska;Kielce;ul. Jana Długosza;15;25-112
Polska;Kielce;ul. Jana Długosza;34;25-113
Polska;Kielce;ul. Jana Długosza;35;25-113
Polska;Kielce;ul. Jana Długosza;51b;25-114
Polska;Kielce;ul. Jana Długosza;90;25-115
Polska;Kielce;ul. Jana Długosza;38a;25-116
Polska;Kielce;ul. Jana Długosza;67;25-116
Polska;Kielce;ul. Jana Długosza;41;25-117
Polska;Kielce;ul. Jana Długosza;72a;25-117
Polska;Kielce;ul. Jana Długosza;82;25-117
Polska;Kielce;ul. Jana Długosza;6c;25-118
Polska;Kielce;ul. Jana Długosza;89;25-118
Polska;Kielce;ul. Jana Długosza;76;25-119
Polska;Kielce;ul. Jana Długosza;100b;25-119
Polska;Kielce;ul. Jana Długosza;78;25-120
Polska;Kielce;ul. Jana Długosza;10c;25-120
Polska;Kielce;ul. Jana Długosza;51;25-121
Polska;Kielce;ul. Jana Długosza;37;25-121
Polska;Kielce;ul. Jana Długosza;43c;25-122
Polska;Kielce;ul. Jana Długosza;30b;25-122
Polska;Kielce;ul. Jana Długosza;65;25-123
Polska;Kielce;ul. Jana Długosza;12;25-123
Polska;Kielce;ul. Jana Długosza;90;25-124
Polska;Kielce;ul. Jana Długosza;92;25-124
Polska;Kielce;ul. Jana Długosza;92c;25-125
Polska;Kielce;ul. Jana Długosza;50;25-125
Polska;Kielce;ul. Jana Długosza;28;25-127
Polska;Kielce;ul. Jana Długosza;76;25-128
Polska;Kielce;ul. Jana Długosza;66;25-128
Polska;Kielce;ul. Jana Długosza;40b;25-129
Polska;Kielce;ul. Jana Długosza;93;25-129
Polska;Kielce;ul. Jana Długosza;92;25-130
Polska;Kielce;ul. Jana Długosza;9;25-130
Polska;Kielce;ul. Jana Długosza;8;25-130
Polska;Kielce;ul. Jana Długosza;48b;25-131
Polska;Kielce;ul. Jana Długosza;60;25-132
Polska;Kielce;ul. Jana Długosza;15;25-132
Polska;Kielce;ul. Jana Długosza;83;25-132
Polska;Kielce;ul. Jana Długosza;96b;25-133
Polska;Kielce;ul. Jana Długosza;84;25-134
Polska;Kielce;ul. Jana Długosza;57;25-135
Polska;Kielce;ul. Jana Długosza;28;25-135
Polska;Kielce;ul. Jana Długosza;98;25-135
Polska;Kielce;ul. Jana Długosza;24;25-135
Polska;Kielce;ul. Dłutowa;89a;25-135
Polska;Kielce;ul. Dłutowa;98;25-136
Polska;Kielce;ul. Dłutowa;45b;25-136
Polska;Kielce;ul. Dłutowa;28a;25-137
Polska;Kielce;ul. Dłutowa;98;25-137
Polska;Kielce;ul. Dłutowa;82;25-138
Polska;Kielce;ul. Dłutowa;88;25-139
Polska;Kielce;ul. Dłutowa;77;25-140
Polska;Kielce;ul. Dłutowa;19;25-140
Polska;Kielce;ul. Dłutowa;15;25-140
Polska;Kielce;ul. Dłużycka;71;25-140
Polska;Kielce;ul. Dłużycka;67;25-141
Polska;Kielce;ul. Dłużycka;20c;25-141
Polska;Kielce;ul. Dłużycka;36;25-142
Polska;Kielce;ul. Dłużycka;25;25-142
Polska;Kielce;ul. Dłużycka;92;25-143
Polska;Kielce;ul. Dłużycka;52;25-143
Polska;Kielce;ul. Dłużycka;57;25-144
Polska;Kielce;ul. Romana Dmowskiego;75c;25-144
Polska;Kielce;ul. Romana Dmowskiego;64c;25-145
Polska;Kielce;ul. Romana Dmowskiego;24;25-146
Polska;Kielce;ul. Romana Dmowskiego;49;25-146
Polska;Kielce;ul. Romana Dmowskiego;32;25-147
Polska;Kielce;ul. Romana Dmowskiego;35;25-147
Polska;Kielce;ul. Romana Dmowskiego;83b;25-148
Polska;Kielce;ul. Romana Dmowskiego;28;25-149
Polska;Kielce;ul. Romana Dmowskiego;22;25-149
Polska;Kielce;ul. Romana Dmowskiego;57;25-150
Polska;Kielce;ul. Romana Dmowskiego;72;25-150
Polska;Kielce;ul. Romana Dmowskiego;84;25-151
Polska;Kielce;ul. Romana Dmowskiego;41;25-152
Polska;Kielce;ul. Romana Dmowskiego;98;25-154
Polska;Kielce;ul. Romana Dmowskiego;85c;25-155
Polska;Kielce;ul. Romana Dmowskiego;72b;25-201
Polska;Kielce;ul. Romana Dmowskiego;53c;25-202
Polska;Kielce;ul. Romana Dmowskiego;5c;25-204
Polska;Kielce;ul. Romana Dmowskiego;70;25-204
Polska;Kielce;ul. Romana Dmowskiego;70;25-205
Polska;Kielce;ul. Romana Dmowskiego;49;25-206
Polska;Kielce;ul. Romana Dmowskiego;82;25-206
Polska;Kielce;ul. Romana Dmowskiego;61a;25-208
Polska;Kielce;ul. Romana Dmowskiego;54a;25-208
Polska;Kielce;ul. Romana Dmowskiego;73;25-208
Polska;Kielce;ul. Romana Dmowskiego;3b;25-208
Polska;Kielce;ul. Romana Dmowskiego;34;25-209
Polska;Kielce;ul. Romana Dmowskiego;13;25-209
Polska;Kielce;ul. Romana Dmowskiego;89;25-209
Polska;Kielce;ul. Romana Dmowskiego;15b;25-209
Polska;Kielce;ul. Romana Dmowskiego;44;25-209
Polska;Kielce;ul. Romana Dmowskiego;51c;25-210
Polska;Kielce;ul. Romana Dmowskiego;88c;25-210
Polska;Kielce;ul. Romana Dmowskiego;13;25-210
Polska;Kielce;ul. Romana Dmowskiego;30;25-211
Polska;Kielce;ul. Romana Dmowskiego;16;25-211
Polska;Kielce;ul. Romana Dmowskiego;84;25-212
Polska;Kielce;ul. Romana Dmowskiego;41;25-212
Polska;Kielce;ul. Romana Dmowskiego;58;25-212
Polska;Kielce;ul. Romana Dmowskiego;28a;25-212
Polska;Kielce;ul. Romana Dmowskiego;74;25-212
Polska;Kielce;ul. Romana Dmowskiego;67;25-213
Polska;Kielce;ul. Romana Dmowskiego;20c;25-213
Polska;Kielce;ul. Romana Dmowskiego;55b;25-214
Polska;Kielce;ul. Romana Dmowskiego;84;25-217
Polska;Kielce;ul. Romana Dmowskiego;10;25-217
Polska;Kielce;ul. Romana Dmowskiego;29;25-217
Polska;Kielce;ul. Romana Dmowskiego;52;25-217
Polska;Kielce;ul. Romana Dmowskiego;78;25-218
Polska;Kielce;ul. Romana Dmowskiego;4;25-218
Polska;Kielce;ul. Romana Dmowskiego;76c;25-219
Polska;Kielce;ul. Romana Dmowskiego;26c;25-219
Polska;Kielce;ul. Romana Dmowskiego;70;25-219
Polska;Kielce;ul. Romana Dmowskiego;2;25-219
Polska;Kielce;ul. Romana Dmowskiego;69;25-219
Polska;Kielce;ul. Romana Dmowskiego;6b;25-220
Polska;Kielce;ul. Romana Dmowskiego;71a;25-220
Polska;Kielce;ul. Romana Dmowskiego;12;25-221
Polska;Kielce;ul. Romana Dmowskiego;23;25-221
Polska;Kielce;ul. Romana Dmowskiego;84;25-221
Polska;Kielce;ul. Romana Dmowskiego;36;25-222
Polska;Kielce;ul. Romana Dmowskiego;30;25-222
Polska;Kielce;ul. Romana Dmowskiego;44;25-223
Polska;Kielce;ul. Romana Dmowskiego;15;25-223
Polska;Kielce;ul. Romana Dmowskiego;93b;25-224
Polska;Kielce;ul. Dobra;32;25-224
Polska;Kielce;ul. Dobra;2;25-224
Polska;Kielce;ul. Dobra;46a;25-225
Polska;Kielce;ul. Dobra;46c;25-226
Polska;Kielce;ul. Dobra;46;25-227
Polska;Kielce;ul. Dobra;54a;25-228
Polska;Kielce;ul. Dobra;97;25-229
Polska;Kielce;ul. Dobra;81;25-230
Polska;Kielce;ul. Dobra;72b;25-231
Polska;Kielce;ul. Macieja Dobrackiego;50b;25-233
Polska;Kielce;ul. Macieja Dobrackiego;15b;25-234
Polska;Kielce;ul. Macieja Dobrackiego;81b;25-235
Polska;Kielce;ul. Macieja Dobrackiego;36;25-236
Polska;Kielce;ul. Macieja Dobrackiego;77;25-237
Polska;Kielce;ul. Macieja Dobrackiego;63b;25-252
Polska;Kielce;ul. Macieja Dobrackiego;5a;25-253
Polska;Kielce;ul. Macieja Dobrackiego;13;25-253
Polska;Kielce;ul. Macieja Dobrackiego;40;25-254
Polska;Kielce;ul. Macieja Dobrackiego;46c;25-255
Polska;Kielce;ul. Macieja Dobrackiego;75;25-257
Polska;Kielce;ul. Macieja Dobrackiego;29b;25-258
Polska;Kielce;ul. Macieja Dobrackiego;80;25-259
Polska;Kielce;ul. Dobroszycka;90b;25-260
Polska;Kielce;ul. Dobroszycka;5;25-301
Polska;Kielce;ul. Dobrzańska;10;25-302
Polska;Kielce;ul. Dobrzańska;76;25-303
Polska;Kielce;ul. Dobrzańska;77;25-304
Polska;Kielce;ul. Dobrzańska;40a;25-304
Polska;Kielce;ul. Dobrzańska;82;25-305
Polska;Kielce;ul. Dobrzańska;22c;25-305
Polska;Kielce;ul. Dobrzańska;86;25-306
Polska;Kielce;ul. Dobrzańska;98;25-307
Polska;Kielce;ul. Dobrzańska;32;25-308
Polska;Kielce;ul. Dobrzańska;46;25-309
Polska;Kielce;ul. Dobrzańska;9;25-310
Polska;Kielce;ul. Dobrzańska;90;25-311
